Country,Region,State,Territory,City
India,North,Bihar,T5,Asarganj
India,North,Chandigarh,T6,Chandigarh
India,North,Chhattisgarh,T7,Raipur
India,North,Chhattisgarh,T7,Bhilai Nagar
India,North,Chhattisgarh,T7,Korba
India,North,Chhattisgarh,T7,Bilaspur
India,North,Chhattisgarh,T7,Durg
India,North,Chhattisgarh,T7,Rajnandgaon
India,North,Chhattisgarh,T7,Jagdalpur
India,North,Chhattisgarh,T7,Raigarh
India,North,Chhattisgarh,T7,Ambikapur
India,North,Chhattisgarh,T7,Mahasamund
India,North,Chhattisgarh,T7,Dhamtari
India,North,Chhattisgarh,T7,Chirmiri
India,North,Chhattisgarh,T7,Bhatapara
India,North,Chhattisgarh,T7,Dalli-Rajhara
India,North,Chhattisgarh,T7,Naila Janjgir
India,North,Chhattisgarh,T7,Tilda Newra
India,North,Chhattisgarh,T7,Mungeli
India,North,Chhattisgarh,T7,Manendragarh
India,North,Chhattisgarh,T7,Sakti
India,North,Dadra and Nagar Haveli,T8,Silvassa
India,North,Delhi,T9,New Delhi
India,North,Goa,T10,Marmagao
India,North,Goa,T10,Panaji
India,North,Goa,T10,Margao
India,North,Goa,T10,Mapusa
India,North,Gujarat,T11,Ahmedabad
India,North,Gujarat,T11,Surat
India,North,Gujarat,T11,Vadodara
India,North,Gujarat,T11,Rajkot
India,North,Gujarat,T11,Bhavnagar
India,North,Gujarat,T11,Jamnagar
India,North,Gujarat,T11,Nadiad
India,North,Gujarat,T11,Porbandar
India,North,Gujarat,T11,Anand
India,North,Gujarat,T11,Morvi
India,North,Gujarat,T11,Mahesana
India,North,Gujarat,T11,Bharuch
India,North,Gujarat,T11,Vapi
India,North,Gujarat,T11,Navsari
India,North,Gujarat,T11,Veraval
India,North,Gujarat,T11,Bhuj
India,North,Gujarat,T11,Godhra
India,North,Gujarat,T11,Palanpur
India,North,Gujarat,T11,Valsad
India,North,Gujarat,T11,Patan
India,North,Gujarat,T11,Deesa
India,North,Gujarat,T11,Amreli
India,North,Gujarat,T11,Anjar
India,North,Gujarat,T11,Dhoraji
India,North,Gujarat,T11,Khambhat
India,North,Gujarat,T11,Mahuva
India,North,Gujarat,T11,Keshod
India,North,Gujarat,T11,Wadhwan
India,North,Gujarat,T11,Ankleshwar
India,North,Gujarat,T11,Savarkundla
India,North,Gujarat,T11,Kadi
India,North,Gujarat,T11,Visnagar
India,North,Gujarat,T11,Upleta
India,North,Gujarat,T11,Una
India,North,Gujarat,T11,Sidhpur
India,North,Gujarat,T11,Unjha
India,North,Gujarat,T11,Mangrol
India,North,Gujarat,T11,Viramgam
India,North,Gujarat,T11,Modasa
India,North,Gujarat,T11,Palitana
India,North,Gujarat,T11,Petlad
India,North,Gujarat,T11,Kapadvanj
India,North,Gujarat,T11,Sihor
India,North,Gujarat,T11,Wankaner
India,North,Gujarat,T11,Limbdi
India,North,Gujarat,T11,Mandvi
India,North,Gujarat,T11,Thangadh
India,North,Gujarat,T11,Vyara
India,North,Gujarat,T11,Padra
India,North,Gujarat,T11,Lunawada
India,North,Gujarat,T11,Rajpipla
India,North,Gujarat,T11,Vapi
India,North,Gujarat,T11,Umreth
India,North,Gujarat,T11,Sanand
India,North,Gujarat,T11,Rajula
India,North,Gujarat,T11,Radhanpur
India,North,Gujarat,T11,Mahemdabad
India,North,Gujarat,T11,Ranavav
India,North,Gujarat,T11,Tharad
India,North,Gujarat,T11,Mansa
India,North,Gujarat,T11,Umbergaon
India,North,Gujarat,T11,Talaja
India,North,Gujarat,T11,Vadnagar
India,North,Gujarat,T11,Manavadar
India,North,Gujarat,T11,Salaya
India,North,Gujarat,T11,Vijapur
India,North,Gujarat,T11,Pardi
India,North,Gujarat,T11,Rapar
India,North,Gujarat,T11,Songadh
India,North,Gujarat,T11,Lathi
India,North,Gujarat,T11,Adalaj
India,North,Gujarat,T11,Chhapra
India,North,Haryana,T12,Faridabad
India,North,Haryana,T12,Gurgaon
India,North,Haryana,T12,Hisar
India,North,Haryana,T12,Rohtak
India,North,Haryana,T12,Panipat
India,North,Haryana,T12,Karnal
India,North,Haryana,T12,Sonipat
India,North,Haryana,T12,Yamunanagar
India,North,Haryana,T12,Panchkula
India,North,Haryana,T12,Bhiwani
India,North,Haryana,T12,Bahadurgarh
India,North,Haryana,T12,Jind
India,North,Haryana,T12,Sirsa
India,North,Haryana,T12,Thanesar
India,North,Haryana,T12,Kaithal
India,North,Haryana,T12,Palwal
India,North,Haryana,T12,Rewari
India,North,Haryana,T12,Hansi
India,North,Haryana,T12,Narnaul
India,North,Haryana,T12,Fatehabad
India,North,Haryana,T12,Gohana
India,North,Haryana,T12,Tohana
India,North,Haryana,T12,Narwana
India,North,Haryana,T12,Mandi Dabwali
India,North,Haryana,T12,Charkhi Dadri
India,North,Haryana,T12,Shahbad
India,North,Haryana,T12,Pehowa
India,North,Haryana,T12,Samalkha
India,North,Haryana,T12,Pinjore
India,North,Haryana,T12,Ladwa
India,North,Haryana,T12,Sohna
India,North,Haryana,T12,Safidon
India,North,Haryana,T12,Taraori
India,North,Haryana,T12,Mahendragarh
India,North,Haryana,T12,Ratia
India,North,Haryana,T12,Rania
India,North,Haryana,T12,Sarsod
India,North,Himachal Pradesh,T13,Shimla
India,North,Himachal Pradesh,T13,Mandi
India,North,Himachal Pradesh,T13,Solan
India,North,Himachal Pradesh,T13,Nahan
India,North,Himachal Pradesh,T13,Sundarnagar
India,North,Himachal Pradesh,T13,Palampur
India,North,Jammu and Kashmir,T14,Srinagar
India,North,Jammu and Kashmir,T14,Jammu
India,North,Jammu and Kashmir,T14,Baramula
India,North,Jammu and Kashmir,T14,Anantnag
India,North,Jammu and Kashmir,T14,Sopore
India,North,Jammu and Kashmir,T14,KathUrban Agglomeration
India,North,Jammu and Kashmir,T14,Rajauri
India,North,Jammu and Kashmir,T14,Punch
India,North,Jammu and Kashmir,T14,Udhampur
India,North,Jharkhand,T15,Dhanbad
India,North,Jharkhand,T15,Ranchi
India,North,Jharkhand,T15,Jamshedpur
India,North,Jharkhand,T15,Bokaro Steel City
India,North,Jharkhand,T15,Deoghar
India,North,Jharkhand,T15,Phusro
India,North,Jharkhand,T15,Adityapur
India,North,Jharkhand,T15,Hazaribag
India,North,Jharkhand,T15,Giridih
India,North,Jharkhand,T15,Ramgarh
India,North,Jharkhand,T15,Jhumri Tilaiya
India,North,Jharkhand,T15,Saunda
India,North,Jharkhand,T15,Sahibganj
India,North,Jharkhand,T15,Medininagar (Daltonganj)
India,North,Jharkhand,T15,Chaibasa
India,North,Jharkhand,T15,Chatra
India,North,Jharkhand,T15,Gumia
India,North,Jharkhand,T15,Dumka
India,North,Jharkhand,T15,Madhupur
India,North,Jharkhand,T15,Chirkunda
India,North,Jharkhand,T15,Pakaur
India,North,Jharkhand,T15,Simdega
India,North,Jharkhand,T15,Musabani
India,North,Jharkhand,T15,Mihijam
India,North,Jharkhand,T15,Patratu
India,North,Jharkhand,T15,Lohardaga
India,North,Jharkhand,T15,Tenu dam-cum-Kathhara
India,North,Karnataka,T16,Bengaluru
India,North,Karnataka,T16,Hubli-Dharwad
India,North,Karnataka,T16,Belagavi
India,North,Karnataka,T16,Mangaluru
India,North,Karnataka,T16,Davanagere
India,North,Karnataka,T16,Ballari
India,North,Karnataka,T16,Tumkur
India,North,Karnataka,T16,Shivamogga
India,North,Karnataka,T16,Raayachuru
India,North,Karnataka,T16,Robertson Pet
India,North,Karnataka,T16,Kolar
India,North,Karnataka,T16,Mandya
India,North,Karnataka,T16,Udupi
India,North,Karnataka,T16,Chikkamagaluru
India,North,Karnataka,T16,Karwar
India,North,Karnataka,T16,Ranebennuru
India,North,Karnataka,T16,Ranibennur
India,North,Karnataka,T16,Ramanagaram
India,North,Karnataka,T16,Gokak
India,North,Karnataka,T16,Yadgir
India,North,Karnataka,T16,Rabkavi Banhatti
India,North,Karnataka,T16,Shahabad
India,North,Karnataka,T16,Sirsi
India,North,Karnataka,T16,Sindhnur
India,North,Karnataka,T16,Tiptur
India,North,Karnataka,T16,Arsikere
India,North,Karnataka,T16,Nanjangud
India,North,Karnataka,T16,Sagara
India,North,Karnataka,T16,Sira
India,North,Karnataka,T16,Puttur
India,North,Karnataka,T16,Athni
India,North,Karnataka,T16,Mulbagal
India,North,Karnataka,T16,Surapura
India,North,Karnataka,T16,Siruguppa
India,North,Karnataka,T16,Mudhol
India,North,Karnataka,T16,Sidlaghatta
India,North,Karnataka,T16,Shahpur
India,North,Karnataka,T16,Saundatti-Yellamma
India,North,Karnataka,T16,Wadi
India,North,Karnataka,T16,Manvi
India,North,Karnataka,T16,Nelamangala
India,North,Karnataka,T16,Lakshmeshwar
India,North,Karnataka,T16,Ramdurg
India,North,Karnataka,T16,Nargund
India,North,Karnataka,T16,Tarikere
India,North,Karnataka,T16,Malavalli
India,North,Karnataka,T16,Savanur
India,North,Karnataka,T16,Lingsugur
India,North,Karnataka,T16,Vijayapura
India,North,Karnataka,T16,Sankeshwara
India,North,Karnataka,T16,Madikeri
India,North,Karnataka,T16,Talikota
India,North,Karnataka,T16,Sedam
India,North,Karnataka,T16,Shikaripur
India,North,Karnataka,T16,Mahalingapura
India,North,Karnataka,T16,Mudalagi
India,North,Karnataka,T16,Muddebihal
India,North,Karnataka,T16,Pavagada
India,North,Karnataka,T16,Malur
India,North,Karnataka,T16,Sindhagi
India,North,Karnataka,T16,Sanduru
India,North,Karnataka,T16,Afzalpur
India,North,Karnataka,T16,Maddur
India,North,Karnataka,T16,Madhugiri
India,North,Karnataka,T16,Tekkalakote
India,North,Karnataka,T16,Terdal
India,North,Karnataka,T16,Mudabidri
India,North,Karnataka,T16,Magadi
India,North,Karnataka,T16,Navalgund
India,North,Karnataka,T16,Shiggaon
India,North,Karnataka,T16,Shrirangapattana
India,North,Karnataka,T16,Sindagi
India,North,Karnataka,T16,Sakaleshapura
India,North,Karnataka,T16,Srinivaspur
India,North,Karnataka,T16,Ron
India,North,Karnataka,T16,Mundargi
India,North,Karnataka,T16,Sadalagi
India,North,Karnataka,T16,Piriyapatna
India,North,Karnataka,T16,Adyar
India,North,Karnataka,T16,Mysore
India,North,Kerala,T17,Thiruvananthapuram
India,North,Kerala,T17,Kochi
India,North,Kerala,T17,Kozhikode
India,North,Kerala,T17,Kollam
India,North,Kerala,T17,Thrissur
India,North,Kerala,T17,Palakkad
India,North,Kerala,T17,Alappuzha
India,North,Kerala,T17,Malappuram
India,North,Kerala,T17,Ponnani
India,North,Kerala,T17,Vatakara
India,North,Kerala,T17,Kanhangad
India,North,Kerala,T17,Taliparamba
India,North,Kerala,T17,Koyilandy
India,North,Kerala,T17,Neyyattinkara
India,North,Kerala,T17,Kayamkulam
India,North,Kerala,T17,Nedumangad
India,North,Kerala,T17,Kannur
India,North,Kerala,T17,Tirur
India,North,Kerala,T17,Kottayam
India,North,Kerala,T17,Kasaragod
India,North,Kerala,T17,Kunnamkulam
India,North,Kerala,T17,Ottappalam
India,North,Kerala,T17,Thiruvalla
India,North,Kerala,T17,Thodupuzha
India,North,Kerala,T17,Chalakudy
India,North,Kerala,T17,Changanassery
India,North,Kerala,T17,Punalur
India,North,Kerala,T17,Nilambur
India,North,Kerala,T17,Cherthala
India,North,Kerala,T17,Perinthalmanna
India,North,Kerala,T17,Mattannur
India,North,Kerala,T17,Shoranur
India,North,Kerala,T17,Varkala
India,North,Kerala,T17,Paravoor
India,North,Kerala,T17,Pathanamthitta
India,North,Kerala,T17,Peringathur
India,North,Kerala,T17,Attingal
India,North,Kerala,T17,Kodungallur
India,North,Kerala,T17,Pappinisseri
India,North,Kerala,T17,Chittur-Thathamangalam
India,North,Kerala,T17,Muvattupuzha
India,North,Kerala,T17,Adoor
India,North,Kerala,T17,Mavelikkara
India,North,Kerala,T17,Mavoor
India,North,Kerala,T17,Perumbavoor
India,North,Kerala,T17,Vaikom
India,North,Kerala,T17,Palai
India,North,Kerala,T17,Panniyannur
India,North,Kerala,T17,Guruvayoor
India,North,Kerala,T17,Puthuppally
India,North,Kerala,T17,Panamattom
India,North,Madhya Pradesh,T18,Indore
India,North,Madhya Pradesh,T18,Bhopal
India,North,Madhya Pradesh,T18,Jabalpur
India,North,Madhya Pradesh,T18,Gwalior
India,North,Madhya Pradesh,T18,Ujjain
India,North,Madhya Pradesh,T18,Sagar
India,North,Madhya Pradesh,T18,Ratlam
India,North,Madhya Pradesh,T18,Satna
India,North,Madhya Pradesh,T18,Murwara (Katni)
India,North,Madhya Pradesh,T18,Morena
India,North,Madhya Pradesh,T18,Singrauli
India,North,Madhya Pradesh,T18,Rewa
India,North,Madhya Pradesh,T18,Vidisha
India,North,Madhya Pradesh,T18,Ganjbasoda
India,North,Madhya Pradesh,T18,Shivpuri
India,North,Madhya Pradesh,T18,Mandsaur
India,North,Madhya Pradesh,T18,Neemuch
India,North,Madhya Pradesh,T18,Nagda
India,North,Madhya Pradesh,T18,Itarsi
India,North,Madhya Pradesh,T18,Sarni
India,North,Madhya Pradesh,T18,Sehore
India,North,Madhya Pradesh,T18,Mhow Cantonment
India,North,Madhya Pradesh,T18,Seoni
India,North,Madhya Pradesh,T18,Balaghat
India,North,Madhya Pradesh,T18,Ashok Nagar
India,North,Madhya Pradesh,T18,Tikamgarh
India,North,Madhya Pradesh,T18,Shahdol
India,North,Madhya Pradesh,T18,Pithampur
India,North,Madhya Pradesh,T18,Alirajpur
India,North,Madhya Pradesh,T18,Mandla
India,North,Madhya Pradesh,T18,Sheopur
India,North,Madhya Pradesh,T18,Shajapur
India,North,Madhya Pradesh,T18,Panna
India,North,Madhya Pradesh,T18,Raghogarh-Vijaypur
India,North,Madhya Pradesh,T18,Sendhwa
India,North,Madhya Pradesh,T18,Sidhi
India,North,Madhya Pradesh,T18,Pipariya
India,North,Madhya Pradesh,T18,Shujalpur
India,North,Madhya Pradesh,T18,Sironj
India,North,Madhya Pradesh,T18,Pandhurna
India,North,Madhya Pradesh,T18,Nowgong
India,North,Madhya Pradesh,T18,Mandideep
India,North,Madhya Pradesh,T18,Sihora
India,North,Madhya Pradesh,T18,Raisen
India,North,Madhya Pradesh,T18,Lahar
India,North,Madhya Pradesh,T18,Maihar
India,North,Madhya Pradesh,T18,Sanawad
India,North,Madhya Pradesh,T18,Sabalgarh
India,North,Madhya Pradesh,T18,Umaria
India,North,Madhya Pradesh,T18,Porsa
India,North,Madhya Pradesh,T18,Narsinghgarh
India,North,Madhya Pradesh,T18,Malaj Khand
India,North,Madhya Pradesh,T18,Sarangpur
India,North,Madhya Pradesh,T18,Mundi
India,North,Madhya Pradesh,T18,Nepanagar
India,North,Madhya Pradesh,T18,Pasan
India,North,Madhya Pradesh,T18,Mahidpur
India,North,Madhya Pradesh,T18,Seoni-Malwa
India,North,Madhya Pradesh,T18,Rehli
India,North,Madhya Pradesh,T18,Manawar
India,North,Madhya Pradesh,T18,Rahatgarh
India,North,Madhya Pradesh,T18,Panagar
India,North,Madhya Pradesh,T18,Wara Seoni
India,North,Madhya Pradesh,T18,Tarana
India,North,Madhya Pradesh,T18,Sausar
India,North,Madhya Pradesh,T18,Rajgarh
India,North,Madhya Pradesh,T18,Niwari
India,North,Madhya Pradesh,T18,Mauganj
India,North,Madhya Pradesh,T18,Manasa
India,North,Madhya Pradesh,T18,Nainpur
India,North,Madhya Pradesh,T18,Prithvipur
India,North,Madhya Pradesh,T18,Sohagpur
India,North,Madhya Pradesh,T18,Nowrozabad (Khodargama)
India,North,Madhya Pradesh,T18,Shamgarh
India,North,Madhya Pradesh,T18,Maharajpur
India,North,Madhya Pradesh,T18,Multai
India,North,Madhya Pradesh,T18,Pali
India,North,Madhya Pradesh,T18,Pachore
India,North,Madhya Pradesh,T18,Rau
India,North,Madhya Pradesh,T18,Mhowgaon
India,North,Madhya Pradesh,T18,Vijaypur
India,North,Madhya Pradesh,T18,Narsinghgarh
India,North,Maharashtra,T19,Mumbai
India,North,Maharashtra,T19,Pune
India,North,Maharashtra,T19,Nagpur
India,North,Maharashtra,T19,Thane
India,North,Maharashtra,T19,Nashik
India,North,Maharashtra,T19,Kalyan-Dombivali
India,North,Maharashtra,T19,Vasai-Virar
India,North,Maharashtra,T19,Solapur
India,North,Maharashtra,T19,Mira-Bhayandar
India,North,Maharashtra,T19,Bhiwandi
India,North,Maharashtra,T19,Amravati
India,North,Maharashtra,T19,Nanded-Waghala
India,North,Maharashtra,T19,Sangli
India,North,Maharashtra,T19,Malegaon
India,North,Maharashtra,T19,Akola
India,North,Maharashtra,T19,Latur
India,North,Maharashtra,T19,Dhule
India,North,Maharashtra,T19,Ahmednagar
India,North,Maharashtra,T19,Ichalkaranji
India,North,Maharashtra,T19,Parbhani
India,North,Maharashtra,T19,Panvel
India,North,Maharashtra,T19,Yavatmal
India,North,Maharashtra,T19,Achalpur
India,North,Maharashtra,T19,Osmanabad
India,North,Maharashtra,T19,Nandurbar
India,North,Maharashtra,T19,Satara
India,North,Maharashtra,T19,Wardha
India,North,Maharashtra,T19,Udgir
India,North,Maharashtra,T19,Aurangabad
India,North,Maharashtra,T19,Amalner
India,North,Maharashtra,T19,Akot
India,North,Maharashtra,T19,Pandharpur
India,North,Maharashtra,T19,Shrirampur
India,North,Maharashtra,T19,Parli
India,North,Maharashtra,T19,Washim
India,North,Maharashtra,T19,Ambejogai
India,North,Maharashtra,T19,Manmad
India,North,Maharashtra,T19,Ratnagiri
India,North,Maharashtra,T19,Uran Islampur
India,North,Maharashtra,T19,Pusad
India,North,Maharashtra,T19,Sangamner
India,North,Maharashtra,T19,Shirpur-Warwade
India,North,Maharashtra,T19,Malkapur
India,North,Maharashtra,T19,Wani
India,North,Maharashtra,T19,Lonavla
India,North,Maharashtra,T19,Talegaon Dabhade
India,North,Maharashtra,T19,Anjangaon
India,North,Maharashtra,T19,Umred
India,North,Maharashtra,T19,Palghar
India,North,Maharashtra,T19,Shegaon
India,North,Maharashtra,T19,Ozar
India,North,Maharashtra,T19,Phaltan
India,North,Maharashtra,T19,Yevla
India,North,Maharashtra,T19,Shahade
India,North,Maharashtra,T19,Vita
India,North,Maharashtra,T19,Umarkhed
India,North,Maharashtra,T19,Warora
India,North,Maharashtra,T19,Pachora
India,North,Maharashtra,T19,Tumsar
India,North,Maharashtra,T19,Manjlegaon
India,North,Maharashtra,T19,Sillod
India,North,Maharashtra,T19,Arvi
India,North,Maharashtra,T19,Nandura
India,North,Maharashtra,T19,Vaijapur
India,North,Maharashtra,T19,Wadgaon Road
India,North,Maharashtra,T19,Sailu
India,North,Maharashtra,T19,Murtijapur
India,North,Maharashtra,T19,Tasgaon
India,North,Maharashtra,T19,Mehkar
India,North,Maharashtra,T19,Yawal
India,North,Maharashtra,T19,Pulgaon
India,North,Maharashtra,T19,Nilanga
India,North,Maharashtra,T19,Wai
India,North,Maharashtra,T19,Umarga
India,North,Maharashtra,T19,Paithan
India,North,Maharashtra,T19,Rahuri
India,North,Maharashtra,T19,Nawapur
India,North,Maharashtra,T19,Tuljapur
India,North,Maharashtra,T19,Morshi
India,North,Maharashtra,T19,Purna
India,North,Maharashtra,T19,Satana
India,North,Maharashtra,T19,Pathri
India,North,Maharashtra,T19,Sinnar
India,North,Maharashtra,T19,Uchgaon
India,North,Maharashtra,T19,Uran
India,North,Maharashtra,T19,Pen
India,North,Maharashtra,T19,Karjat
India,North,Maharashtra,T19,Manwath
India,North,Maharashtra,T19,Partur
India,North,Maharashtra,T19,Sangole
India,North,Maharashtra,T19,Mangrulpir
India,North,Maharashtra,T19,Risod
India,North,Maharashtra,T19,Shirur
India,North,Maharashtra,T19,Savner
India,North,Maharashtra,T19,Sasvad
India,North,Maharashtra,T19,Pandharkaoda
India,North,Maharashtra,T19,Talode
India,North,Maharashtra,T19,Shrigonda
India,North,Maharashtra,T19,Shirdi
India,North,Maharashtra,T19,Raver
India,North,Maharashtra,T19,Mukhed
India,North,Maharashtra,T19,Rajura
India,North,Maharashtra,T19,Vadgaon Kasba
India,North,Maharashtra,T19,Tirora
India,North,Maharashtra,T19,Mahad
India,North,Maharashtra,T19,Lonar
India,North,Maharashtra,T19,Sawantwadi
India,North,Maharashtra,T19,Pathardi
India,North,Maharashtra,T19,Pauni
India,North,Maharashtra,T19,Ramtek
India,North,Maharashtra,T19,Mul
India,North,Maharashtra,T19,Soyagaon
India,North,Maharashtra,T19,Mangalvedhe
India,North,Maharashtra,T19,Narkhed
India,North,Maharashtra,T19,Shendurjana
India,North,Maharashtra,T19,Patur
India,North,Maharashtra,T19,Mhaswad
India,North,Maharashtra,T19,Loha
India,North,Maharashtra,T19,Nandgaon
India,North,Maharashtra,T19,Warud
India,North,Manipur,T20,Imphal
India,North,Manipur,T20,Thoubal
India,North,Manipur,T20,Lilong
India,North,Manipur,T20,Mayang Imphal
